id,cant_victimas,fecha,anio,mes,dia,hora,hora_int,dir,tipo_calle,calle,alt,cruce,dir_normalizada,comuna,point,longitud,latitude,victima,acusado
2020-0028,1,2020-05-19,2020,5,19,10:00:00,10,"Scalabrini Ortiz, Raul Av. Y Warnes Av.",Avenida,"SCALABRINI ORTIZ, RAUL AV.",0,Warnes Av.,"Scalabrini Ortiz, Raul Av. Y Warnes Av.",15,Point (101908.88028543 103000.62674037),-58.44248936,-34.60221948,Peaton,Pasajeros
2020-0029,1,2020-06-10,2020,6,10,14:00:00,14,"Paz, Gral. Av. Y Roffo, Angel H., Dr.",Avenida,"PAZ, GRAL. AV.",0,"Roffo, Angel H., Dr.","Paz, Gral. Av. Y Roffo, Angel H., Dr.",9,Point (93967.75484753 98933.33634522),-58.52909134,-34.63886726,Peaton,Pasajeros
2020-0030,1,2020-06-16,2020,6,16,15:00:00,15,San Martin Av. 1550,Avenida,SAN MARTIN AV.,1550,Nan,San Martin Av. 1550,6,Point (101074.10089886 102529.69706887),-58.45158942,-34.60646580,Moto,Multiple
2020-0031,1,2020-06-30,2020,6,30,08:00:00,8,"Garzon, Eugenio, Gral. Av. Y Larraya",Avenida,"GARZON, EUGENIO, GRAL. AV.",0,Larraya,"Garzon, Eugenio, Gral. Av. Y Larraya",9,Point (97236.89442427 96825.16279174),-58.49344309,-34.65788529,Moto,Cargas
2020-0032,1,2020-07-10,2020,7,10,23:00:00,23,Corrientes Av. Y Serrano,Avenida,CORRIENTES AV.,0,Serrano,Corrientes Av. Y Serrano,15,Point (101899.62680853 103651.59621952),-58.44259166,-34.59635137,Moto,Auto
2020-0033,1,2020-07-19,2020,7,19,06:25:00,6,"Paz, Gral. Av. Y Del Libertador Av.",Avenida,"PAZ, GRAL. AV.",0,Del Libertador Av.,"Paz, Gral. Av. Y Del Libertador Av.",13,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,Auto,Objeto Fijo
2020-0034,1,2020-08-02,2020,8,2,03:20:00,3,"Mitre, Bartolome Y Anchorena, Tomas Manuel De, Dr.",Calle,"MITRE, BARTOLOME",0,"Anchorena, Tomas Manuel De, Dr.","Mitre, Bartolome Y Anchorena, Tomas Manuel De, Dr.",3,Point (104725.24275395 102222.75498861),-58.41178158,-34.60922259,Peaton,Auto
2020-0035,1,2020-08-04,2020,8,4,05:30:00,5,"Au 25 De Mayo Altura Pumacahua Y Recuero, Casimiro, Tte. Cnel.",Autopista,AUTOPISTA 25 DE MAYO,0,Nan,Autopista 25 De Mayo Y Pumacahua,7,Point (101156.55025059 99210.16912341),-58.45068621,-34.63638927,Moto,Pasajeros
2020-0036,1,2020-08-07,2020,8,7,18:40:00,18,"Scalabrini Ortiz, Raul Av. Y Paraguay",Avenida,"SCALABRINI ORTIZ, RAUL AV.",0,Paraguay,"Scalabrini Ortiz, Raul Av. Y Paraguay",14,Point (103956.90165674 104600.93056775),-58.42016954,-34.58778790,Peaton,Moto
2020-0037,1,2020-08-29,2020,8,29,04:30:00,4,"Fernandez De La Cruz, F., Gral. Av. Y Varela Av.",Avenida,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,Varela Av.,"Fernandez De La Cruz, F., Gral. Av. Y Varela Av.",8,Point (102273.01728657 97084.66236498),-58.43850413,-34.65554754,Peaton,Auto
2020-0038,2,2020-08-30,2020,8,30,04:00:00,4,"Las Heras General Av. Y Diaz, Cnel. Av.",Avenida,LAS HERAS GENERAL AV.,0,"Diaz, Cnel. Av.","Las Heras General Av. Y Diaz, Cnel. Av.",14,Point (105241.05562982 105080.52102657),-58.40617526,-34.58345898,Auto,Auto
2020-0039,1,2020-09-01,2020,9,1,19:17:42,19,Murguiondo 2700,Calle,MURGUIONDO,2700,Nan,Murguiondo,9,"Point(0, 0)",.,0,Peaton,Cargas
2020-0040,1,2020-09-12,2020,9,12,03:30:00,3,"Castillo, Ramon S., Pres. Av. Y Calle 12",Avenida,"CASTILLO, RAMON S., PRES. AV.",0,Calle 12 (No Oficial),"Castillo, Ramon S., Pres. Av. Y Calle 12 (No Oficial)",2,Point (107160.34141948 105678.38284277),-58.38526125,-34.57805810,Auto,Objeto Fijo
2020-0041,1,2020-09-28,2020,9,28,01:45:00,1,"Curapaligue Y Peron, Eva Av.",Avenida,CURAPALIGUE,0,"Peron, Eva Av.","Curapaligue Y Peron, Eva Av.",7,Point (101448.28844783 99373.44893645),-58.44750470,-34.63491705,Moto,Pasajeros
2020-0042,1,2020-09-29,2020,9,29,17:10:00,17,"Diaz, Ana Y Soldado De La Frontera Av.",Avenida,"DIAZ, ANA",0,Soldado De La Frontera Av.,"Diaz, Ana Y Soldado De La Frontera Av.",8,Point (99619.02595373 94158.58480023),-58.46745752,-34.68192648,Peaton,Pasajeros
2020-0043,1,2020-09-30,2020,9,30,17:20:00,17,"Alem, Leandro N. Av. Y Paraguay",Avenida,"ALEM, LEANDRO N. AV.",0,Paraguay,"Alem, Leandro N. Av. Y Paraguay",1,Point (108372.80843298 103556.18483992),-58.37202621,-34.59717942,Peaton,Pasajeros
2020-0044,1,2020-10-05,2020,10,5,00:20:00,0,La Plata Av. E Independencia,Avenida,LA PLATA AV.,0,Independencia Av.,La Plata Av. E Independencia Av.,6,Point (103255.81315650 100797.78656418),-58.42779702,-34.62207347,Auto,Auto
2020-0045,1,2020-10-19,2020,10,19,03:00:00,3,"Paz, Gral. Av. Y 27 De Febrero Av.",Avenida,"PAZ, GRAL. AV.",0,27 De Febrero Av.,"Paz, Gral. Av. Y 27 De Febrero Av.",8,Point (100077.95205948 91571.23307293),-58.46244952,-34.70524971,Auto,Cargas
2020-0046,1,2020-10-27,2020,10,27,21:00:00,21,"Nazca Av. Y Carranza, Adolfo P.",Avenida,NAZCA AV.,0,"Carranza, Adolfo P.","Nazca Av. Y Carranza, Adolfo P.",11,Point (98064.49909649 102385.10228515),-58.48440160,-34.60776782,Moto,Moto
2020-0047,1,2020-10-27,2020,10,27,14:00:00,14,Autopista Campora Altura Lacarra Av.,Autopista,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,0,Lacarra Av.,Autopista Presidente Hã‰Ctor J. CãMpora Y Lacarra Av.,9,Point (99689.80114953 97506.41939342),-58.46668375,-34.65174801,Peaton,Cargas
2020-0048,1,2020-10-29,2020,10,29,20:20:00,20,Dorrego Av. 614,Avenida,DORREGO AV.,614,Nan,Dorrego Av. 614,15,Point (101257.88680240 103998.57805569),-58.44958780,-34.59322448,Moto,Objeto Fijo
2020-0049,1,2020-10-30,2020,10,30,20:00:00,20,"Del Libertador Av. Y Ramos Mejia, Jose Maria, Dr. Av.",Avenida,DEL LIBERTADOR AV.,0,"Ramos Mejia, Jose Maria, Dr. Av.","Del Libertador Av. Y Ramos Mejia, Jose Maria, Dr. Av.",1,Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,Peaton,Auto
2020-0050,1,2020-11-01,2020,11,1,22:00:00,22,Santa Fe Av. Y Godoy Cruz,Avenida,SANTA FE AV.,0,Godoy Cruz,Santa Fe Av. Y Godoy Cruz,14,Point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,Peaton,Moto
2020-0051,1,2020-11-05,2020,11,5,00:40:00,0,Avellaneda Av. Y Mercedes,Avenida,AVELLANEDA AV.,0,Mercedes,Avellaneda Av. Y Mercedes,10,Point (98015.81258802 99939.73589695),-58.48493828,-34.62981124,Moto,Auto
2020-0052,1,2020-11-07,2020,11,7,06:50:00,6,Tucuman Y Pueyrredon Av.,Avenida,TUCUMAN,0,Pueyrredon Av.,Tucuman Y Pueyrredon Av.,3,Point (105365.60153004 103041.51356366),-58.40480504,-34.60183884,Bicicleta,Cargas
2020-0053,1,2020-11-09,2020,11,9,03:30:00,3,"Alcorta, Amancio Av. Y Einstein, Alberto",Avenida,"ALCORTA, AMANCIO AV.",0,"Einstein, Alberto","Alcorta, Amancio Av. Y Einstein, Alberto",4,Point (104770.59856807 97235.72066953),-58.41125934,-34.65417740,Auto,Auto
2020-0054,1,2020-11-19,2020,11,19,09:00:00,9,Inclan Y Alberti,Calle,INCLAN,0,Alberti,Inclan Y Alberti,4,Point (105844.27941538 99942.63399522),-58.39956546,-34.62977080,Bicicleta,Auto
2020-0055,1,2020-11-19,2020,11,19,12:30:00,12,Olazabal Av. 5437,Avenida,OLAZABAL AV.,5437,Nan,Olazabal Av. 5437,12,Point (97544.91851020 105610.70316243),-58.49005682,-34.57868970,Peaton,Cargas
2020-0056,1,2020-11-21,2020,11,21,13:00:00,13,"Paz, Gral. Av. Y Doctor Ramon Carrillo",Avenida,"PAZ, GRAL. AV.",0,"Roca, Cnel. Av.","Paz, Gral. Av. Y Roca, Cnel. Av.",8,Point (99327.01838497 92326.91130631),-58.47064556,-34.69843756,Moto,Cargas
2020-0057,1,2020-11-23,2020,11,23,07:45:00,7,"Nazca Av. Y Viale, Luis",Avenida,NAZCA AV.,0,"Viale, Luis","Nazca Av. Y Viale, Luis",11,Point (98925.55646359 101088.30104271),-58.47501560,-34.61945902,Peaton,Auto
2020-0058,1,2020-11-24,2020,11,24,16:00:00,16,"Olivera Av. Y Falcon, Ramon L., Cnel.",Avenida,OLIVERA AV.,0,"Falcon, Ramon L.,Cnel.","Olivera Av. Y Falcon, Ramon L.,Cnel.",10,Point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,Peaton,Auto
2020-0059,1,2020-12-01,2020,12,1,06:35:00,6,Brasil 1100,Calle,BRASIL,1100,Nan,Brasil 1100,1,Point (107682.84851121 100144.13011242),-58.37951690,-34.62794241,Peaton,Pasajeros
2020-0060,1,2020-12-03,2020,12,3,20:30:00,20,"Homero Y Peron, Eva Av.",Avenida,HOMERO,0,"Peron, Eva Av.","Homero Y Peron, Eva Av.",9,Point (98697.55944704 96954.54248093),-58.47750832,-34.65672199,Peaton,Moto
2020-0061,1,2020-12-03,2020,12,3,14:40:00,14,"Cantilo, Int. Y Udaondo, Guillermo Av.",Autopista,"CANTILO, INT.",0,"Udaondo, Guillermo Av.","Cantilo, Int. Y Udaondo, Guillermo Av.",13,Point (101287.58627255 109848.96522762),-58.44927253,-34.54048625,Moto,Cargas
2020-0062,1,2020-12-04,2020,12,4,17:19:00,17,Moreno 1845,Calle,MORENO,1845,Nan,Moreno 1845,3,Point (106496.91403350 101854.18791210),-58.39246272,-34.61253541,Bicicleta,Pasajeros
2020-0063,2,2020-12-05,2020,12,5,07:10:00,7,Nueva York Y Alta Gracia,Calle,NUEVA YORK,0,Alta Gracia,Nueva York Y Alta Gracia,11,Point (94080.62190808 102083.62453795),-58.52783814,-34.61047001,Peaton,Moto
2020-0065,1,2020-12-05,2020,12,5,16:00:00,16,"Paz, Gral. Av. Y Goyeneche, Roberto Parque Av.",Avenida,"PAZ, GRAL. AV.",0,"Goyeneche, Roberto Parque Av.","Paz, Gral. Av. Y Goyeneche, Roberto Parque Av.",12,Point (97243.88021302 108974.21974638),-58.49332664,-34.54836855,Moto,Auto
2020-0066,1,2020-12-07,2020,12,7,04:30:00,4,Autopista Perito Moreno Altura Estacion De Tren Villa Luro,Autopista,AUTOPISTA PERITO MORENO,0,Nan,Autopista Perito Moreno (Altura Estacion De Tren Villa Luro),10,Point (96471.01552298 99259.49298489),-58.50178784,-34.63593897,Moto,Objeto Fijo
2020-0067,1,2020-12-11,2020,12,11,22:00:00,22,Saenz Av. Y Beazley,Avenida,SAENZ AV.,0,Beazley,Saenz Av. Y Beazley,4,Point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,Peaton,Pasajeros
2020-0068,1,2020-12-12,2020,12,12,20:30:00,20,Del Libertador Av. Y Austria,Avenida,DEL LIBERTADOR AV.,0,Austria,Del Libertador Av. Y Austria,2,Point (106054.02111991 105122.19678820),-58.39731474,-34.58307887,Moto,Auto
2020-0069,1,2020-12-15,2020,12,15,05:20:00,5,"Independencia Av. Y Saenz Peña, Luis, Pres.",Avenida,INDEPENDENCIA AV.,0,"Saenz Pe?A, Luis, Pres.","Independencia Av. Y Saenz Peã‘A, Luis, Pres.",1,Point (106954.95135245 101257.81371683),-58.38746381,-34.61790839,Moto,Pasajeros
2020-0070,1,2020-12-17,2020,12,17,15:35:00,15,"Callao Av. Y Las Heras, General",Avenida,CALLAO AV.,0,"Las Heras, General","Callao Av. Y Las Heras, General",2,Point (106550.65433457 104158.41702434),-58.39189441,-34.59176378,Peaton,Pasajeros
2020-0071,1,2020-12-17,2020,12,17,23:00:00,23,San Pedrito Av. Y Directorio Av.,Avenida,SAN PEDRITO AV.,0,Directorio Av.,San Pedrito Av. Y Directorio Av.,7,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,Peaton,Auto
2020-0072,1,2020-12-19,2020,12,19,03:30:00,3,"Jujuy Av. Y Carlos, Calvo",Avenida,JUJUY AV.,0,"Calvo, Carlos","Jujuy Av. Y Calvo, Carlos",3,Point (105547.81747951 100901.07129086),-58.40280471,-34.62113271,Bicicleta,Auto
2020-0073,1,2020-12-20,2020,12,20,07:40:00,7,27 De Febrero Av. Y Escalada Av.,Avenida,27 DE FEBRERO AV.,0,Escalada Av.,27 De Febrero Av. Y Escalada Av.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,Moto,Objeto Fijo
2020-0074,1,2020-12-20,2020,12,20,21:00:00,21,Bogota Y Nazca Av.,Avenida,BOGOTA,0,Nazca Av.,Bogota Y Nazca Av.,7,Point (99284.33566289 100204.74520997),-58.47110424,-34.62742408,Auto,Auto
2020-0075,1,2020-12-23,2020,12,23,14:00:00,14,Corrientes Av. Y 9 De Julio Av.,Avenida,CORRIENTES AV.,0,9 De Julio Av.,Corrientes Av. Y 9 De Julio Av.,1,Point (107438.10136119 102829.30417800),-58.38220928,-34.60373898,Peaton,Pasajeros
2020-0076,1,2020-12-24,2020,12,24,12:30:00,12,Alvarez Jonte Av. Y Chivilcoy,Avenida,ALVAREZ JONTE AV.,0,Chivilcoy,Alvarez Jonte Av. Y Chivilcoy,10,Point (96822.61133430 101510.32578499),-58.49794468,-34.61565025,Auto,Pasajeros
2020-0077,2,2020-12-25,2020,12,25,06:40:00,6,San Martin Av. Y Punta Arenas,Avenida,SAN MARTIN AV.,0,Punta Arenas,San Martin Av. Y Punta Arenas,15,Point (99182.71320106 103123.43585183),-58.47220945,-34.60111373,Moto,Auto
2020-0078,1,2020-12-25,2020,12,25,05:50:00,5,Barco Centenera Del 1118,Calle,BARCO CENTENERA DEL,1118,Nan,Barco Centenera Del 1118,7,Point (102405.37940842 99677.09327308),-58.43706741,-34.63217813,Bicicleta,Pasajeros
2020-0079,1,2020-12-27,2020,12,27,04:15:00,4,"Paz, Gral. Av. Y Acceso Norte - Panamericana",Avenida,"PAZ, GRAL. AV.",0,"Goyeneche, Roberto Parque Av.","Paz, Gral. Av. Y Goyeneche, Roberto Parque Av.",12,Point (97243.88021302 108974.21974638),-58.49332664,-34.54836855,Moto,Objeto Fijo
2021-0001,1,2021-01-06,2021,1,6,18:00:00,18,Au Frondizi Km. 3,Autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0,Nan,Au Frondizi Km. 3,1,Point (107674.71781880 100334.26713627),-58.37960727,-34.62622851,Moto,Auto
2021-0002,1,2021-01-07,2021,1,7,10:20:00,10,"Castro, Emilio Av. Y Murguiondo",Avenida,"CASTRO, EMILIO AV.",0,Murguiondo,"Castro, Emilio Av. Y Murguiondo",9,Point (95662.77651946 97729.83483715),-58.51061062,-34.64972472,Moto,Cargas
2021-0003,1,2021-01-10,2021,1,10,07:40:00,7,"Au 25 De Mayo Km. 3,7",Autopista,AUTOPISTA 25 DE MAYO,0,Nan,Autopista 25 De Mayo Km. 3.7,7,Point (103005.63484321 99983.28177809),-58.43052224,-34.62941648,Moto,Objeto Fijo
2021-0004,1,2021-01-11,2021,1,11,09:12:18,9,Caseros Av. Y Guarani,Avenida,CASEROS AV.,0,Guarani,Caseros Av. Y Guarani,5,Point (104469.26511938 98956.35144845),-58.41455544,-34.63866836,Peaton,Cargas
2021-0005,1,2021-01-11,2021,1,11,21:30:00,21,"Peron, Eva Av. 3800",Avenida,"PERON, EVA AV.",3800,Nan,"Peron, Eva Av. 3800",9,Point (99592.54465207 97999.69053974),-58.46774439,-34.64730145,Peaton,Auto
2021-0006,1,2021-01-12,2021,1,12,21:00:00,21,Au Illia Y Sarmiento Av.,Autopista,AUTOPISTA ARTURO ILLIA,0,Sarmiento Av.,Autopista Arturo Illia Y Sarmiento Av.,14,Point (105087.20771949 106876.69794004),-58.40786274,-34.56726817,Moto,Cargas
2021-0007,1,2021-01-18,2021,1,18,10:00:00,10,De Los Constituyentes Av. Y Giribone,Avenida,DE LOS CONSTITUYENTES AV.,0,Giribone,De Los Constituyentes Av. Y Giribone,15,Point (97784.94977398 104775.10084109),-58.48744301,-34.58622275,Moto,Moto
2021-0008,1,2021-01-22,2021,1,22,23:30:00,23,"Saenz Av. Y Rabanal, Francisco, Intendente Av.",Avenida,SAENZ AV.,0,"Rabanal, Francisco, Intendente Av.","Saenz Av. Y Rabanal, Francisco, Intendente Av.",4,Point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,Peaton,Pasajeros
2021-0009,1,2021-01-23,2021,1,23,05:30:00,5,Paysandu Y Gaona,Avenida,PAYSANDU,0,Gaona Av.,Paysandu Y Gaona Av.,6,Point (100897.78829476 101987.96413026),-58.45351111,-34.61134937,Moto,Objeto Fijo
2021-0010,1,2021-01-23,2021,1,23,08:00:00,8,"Paz, Gral. Av. Y Balbin, Ricardo, Dr. Av. ",Avenida,"PAZ, GRAL. AV.",0,"Balbin, Ricardo, Dr. Av.","Paz, Gral. Av. Y Balbin, Ricardo, Dr. Av.",12,Point (96563.66494817 108815.73881056),-58.50073810,-34.54979510,Moto,Auto
2021-0011,1,2021-01-27,2021,1,27,01:04:26,1,Santa Fe Av. 1675,Avenida,SANTA FE AV.,1675,Nan,Santa Fe Av. 1675,2,Point (106591.90146932 103727.42053338),-58.39144148,-34.59564871,Peaton,Auto
2021-0012,1,2021-01-29,2021,1,29,20:07:22,20,Au Dellepiane Y Guamini,Autopista,"DELLEPIANE, LUIS, TTE. GRAL.",0,Guamini,"Dellepiane, Luis, Tte. Gral. Y Guamini",8,Point (98294.52407931 93943.96825453),-58.48191128,-34.68385968,Peaton,Auto
2021-0013,1,2021-01-31,2021,1,31,06:10:00,6,"Falcon, Ramon L., Cnel. Y Olivera Av.",Avenida,"FALCON, RAMON L.,CNEL.",0,Olivera Av.,"Falcon, Ramon L.,Cnel. Y Olivera Av.",10,Point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,Moto,Objeto Fijo
2021-0014,1,2021-02-02,2021,2,2,00:50:00,0,San Martin Av. Y Nogoya,Avenida,SAN MARTIN AV.,0,Nogoya,San Martin Av. Y Nogoya,15,Point (98166.49822882 103491.41769625),-58.48328708,-34.59779521,Peaton,Auto
2021-0015,1,2021-02-06,2021,2,6,03:05:00,3,San Martin Av. Y Tinogasta,Avenida,SAN MARTIN AV.,0,Tinogasta,San Martin Av. Y Tinogasta,15,Point (97533.67858226 103551.76003520),-58.49018543,-34.59724990,Moto,Objeto Fijo
2021-0016,1,2021-02-14,2021,2,14,05:50:00,5,"Fernandez De La Cruz, F., Gral. Av. Y De La Torre, Lisandro",Avenida,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,"De La Torre, Lisandro","Fernandez De La Cruz, F., Gral. Av. Y De La Torre, Lisandro",8,Point (99175.17507833 93836.79626465),-58.47230127,-34.68482689,Auto,Objeto Fijo
2021-0017,1,2021-02-17,2021,2,17,04:10:00,4,Salta Y Caseros Av.,Avenida,SALTA,0,Caseros Av.,Salta Y Caseros Av.,1,Point (107397.40269295 99729.43717725),-58.38262614,-34.63168269,Moto,Pasajeros
2021-0018,1,2021-02-20,2021,2,20,19:00:00,19,"Jaures, Jean Y Peron, Juan Domingo, Tte. General",Calle,"JAURES, JEAN",0,"Peron, Juan Domingo, Tte. General","Jaures, Jean Y Peron, Juan Domingo, Tte. General",3,Point (104845.36965581 102365.51025993),-58.41047268,-34.60793518,Peaton,Auto
2021-0019,1,2021-02-21,2021,2,21,01:20:00,1,"Triunvirato Av. Y Larralde, Crisologo Av.",Avenida,TRIUNVIRATO AV.,0,"Larralde, Crisologo Av.","Triunvirato Av. Y Larralde, Crisologo Av.",12,Point (96944.69676081 107291.52292157),-58.49659234,-34.56353635,Moto,Objeto Fijo
2021-0020,1,2021-02-21,2021,2,21,15:00:00,15,Potosi Y Gascon,Calle,POTOSI,0,Gascon,Potosi Y Gascon,5,Point (103546.90832431 102439.67271563),-58.42462955,-34.60727189,Peaton,Cargas
2021-0021,1,2021-02-26,2021,2,26,05:30:00,5,"Yrigoyen, Hipolito Y  24 De Noviembre",Calle,"YRIGOYEN, HIPOLITO",0,24 De Noviembre,"Yrigoyen, Hipolito Y 24 De Noviembre",3,Point (104734.09567654 101930.58983096),-58.41168345,-34.61185625,Moto,Objeto Fijo
2021-0022,1,2021-02-28,2021,2,28,12:00:00,12,Del Libertador Av. Y Roosevelt Franklin D.,Avenida,DEL LIBERTADOR AV.,0,Roosevelt Franklin D.,Del Libertador Av. Y Roosevelt Franklin D.,13,Point (101075.92147827 108552.55000854),-58.45157681,-34.55217303,Pasajeros,Sd
2021-0023,1,2021-03-01,2021,3,1,09:20:00,9,"Au Buenos Aires La Plata  Km 4,5",Autopista,AUTOPISTA BUENOS AIRES - LA PLATA,0,Nan,Nan,4,"Point(0, 0)",.,0,Moto,Cargas
2021-0024,1,2021-03-03,2021,3,3,16:30:00,16,"Peron, Eva Av. Y Piedra Buena Av",Avenida,"PERON, EVA AV.",0,Piedra Buena Av.,"Peron, Eva Av. Y Piedra Buena Av.",9,Point (97027.10745715 95474.44134863),-58.49573651,-34.67006054,Bicicleta,Cargas
2021-0025,1,2021-03-11,2021,3,11,03:45:00,3,"Paz, Gral. Av. Y Dellepiane, Luis, Tte. Gral",Avenida,"PAZ, GRAL. AV.",0,Autopista Dellepiane Luis Tte. Gral.,"Paz, Gral. Av. Y Autopista Dellepiane Luis Tte. Gral.",8,Point (97832.57143731 93489.83736533),-58.48695354,-34.68795245,Moto,Otro
2021-0026,1,2021-03-15,2021,3,15,02:35:00,2,"Au Frondizi Altura Quinquela Martin, Benito",Autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0,Nan,"Autopista 1 Sur Presidente Arturo Frondizi Y Quinquela Martin, Benito",4,Point (108038.11136985 98307.74373426),-58.37562539,-34.64449357,Moto,Objeto Fijo
2021-0027,1,2021-03-16,2021,3,16,15:30:00,15,"Paz, Gral. Av. Y Donado",Avenida,"PAZ, GRAL. AV.",0,Donado,"Paz, Gral. Av. Y Donado",12,Point (97098.48468623 109019.96106626),-58.49491054,-34.54795581,Moto,Cargas
2021-0028,1,2021-03-29,2021,3,29,17:20:00,17,"Corea Av. Y Torres Y Tenorio, Pres",Avenida,COREA AV.,0,"Torres Y Tenorio, Pres.","Corea Av. Y Torres Y Tenorio, Pres.",7,Point (102000.84898999 98412.66166222),-58.44147621,-34.64357704,Peaton,Pasajeros
2021-0029,1,2021-03-31,2021,3,31,18:05:00,18,"Falcon, Ramon L., Cnel. Y San Pedrito Av.",Avenida,"FALCON, RAMON L.,CNEL.",0,San Pedrito Av.,"Falcon, Ramon L.,Cnel. Y San Pedrito Av.",7,Point (99478.13530470 99680.01615001),-58.46899119,-34.63215432,Auto,Auto
2021-0030,1,2021-04-03,2021,4,3,18:30:00,18,Finochietto Enrique Dr. 1623,Calle,FINOCHIETTO ENRIQUE DR.,1623,Nan,Finochietto Enrique Dr. 1623,4,Point (107009.29363805 99410.79524854),-58.38685612,-34.63455776,Peaton,Pasajeros
2021-0031,1,2021-04-07,2021,4,7,10:29:00,10,9 De Julio Av. E Independencia Av.,Avenida,9 DE JULIO AV.,0,Independencia Av.,9 De Julio Av. E Independencia Av.,1,Point (107535.23922218 101285.66809968),-58.38113667,-34.61765323,Peaton,Cargas
2021-0032,1,2021-04-10,2021,4,10,19:55:00,19,"Au Cantilo Y Guiraldes, Int.",Autopista,"CANTILO, INT.",0,"Guiraldes, Int.","Cantilo, Int. Y Guiraldes, Int.",13,Point (102035.21425502 109304.90133530),-58.44112678,-34.54538956,Peaton,Moto
2021-0033,1,2021-04-14,2021,4,14,17:50:00,17,Au 25 De Mayo Altura Bajada Boedo Av.,Autopista,AUTOPISTA 25 DE MAYO,0,Nan,Autopista 25 De Mayo Y Boedo Av.,5,Point (104341.13684161 100202.74307433),-58.41595919,-34.62743346,Auto,Objeto Fijo
2021-0034,1,2021-04-19,2021,4,19,14:40:00,14,"Alcorta, Amancio Av. Y Zavaleta",Avenida,"ALCORTA, AMANCIO AV.",0,Zavaleta,"Alcorta, Amancio Av. Y Zavaleta",4,Point (105634.57202683 98201.36000813),-58.40184094,-34.64546845,Moto,Cargas
2021-0035,1,2021-05-03,2021,5,3,09:20:00,9,"Janer, Ana Maria Y Lafuente Av.",Avenida,"JANER, ANA MARIA",0,Lafuente Av.,"Janer, Ana Maria Y Lafuente Av.",8,Point (101547.14246919 96946.08308197),-58.44642231,-34.65679806,Moto,Cargas
2021-0036,1,2021-05-09,2021,5,9,06:00:00,6,"Paz, Gral. Av. Y Mosconi General Av.",Avenida,"PAZ, GRAL. AV.",0,Mosconi General Av.,"Paz, Gral. Av. Y Mosconi General Av.",11,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,Moto,Objeto Fijo
2021-0037,1,2021-05-11,2021,5,11,07:10:00,7,"Monroe Y Balbin, Ricardo, Dr. Av.",Avenida,MONROE,0,"Balbin, Ricardo, Dr. Av.","Monroe Y Balbin, Ricardo, Dr. Av.",13,Point (99707.12636872 107441.30935745),-58.46649069,-34.56219075,Peaton,Pasajeros
2021-0038,1,2021-05-14,2021,5,14,11:40:00,11,"Justo, Juan B. Av. Y Santa Fe Av.",Avenida,"JUSTO, JUAN B. AV.",0,Santa Fe Av.,"Justo, Juan B. Av. Y Santa Fe Av.",14,Point (103373.45116327 105668.33246254),-58.42653328,-34.57816791,Moto,Cargas
2021-0039,1,2021-05-15,2021,5,15,12:09:00,12,"Oliden Y Alberdi, Juan Bautista Av.",Avenida,OLIDEN,0,"Alberdi, Juan Bautista Av.","Oliden Y Alberdi, Juan Bautista Av.",9,Point (96262.45081883 97363.01985851),-58.50407099,-34.65303372,Bicicleta,Auto
2021-0040,1,2021-05-20,2021,5,20,05:50:00,5,"Paz, Gral. Av. Y Del Libertador Av.",Avenida,"PAZ, GRAL. AV.",0,Del Libertador Av.,"Paz, Gral. Av. Y Del Libertador Av.",13,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,Moto,Auto
2021-0041,1,2021-05-20,2021,5,20,08:30:00,8,Del Libertador Av. Y Casares Av.,Avenida,DEL LIBERTADOR AV.,0,Casares Av.,Del Libertador Av. Y Casares Av.,14,Point (104902.75332390 105766.08933002),-58.40986646,-34.57728060,Peaton,Pasajeros
2021-0042,1,2021-05-21,2021,5,21,05:00:00,5,Rivadavia Av. 10900,Avenida,RIVADAVIA AV.,10900,Nan,Rivadavia Av. 10900,9,Point (95040.52119933 98883.98738744),-58.51739138,-34.63931792,Peaton,Pasajeros
2021-0043,1,2021-05-22,2021,5,22,18:26:00,18,"Alberdi, Juan Bautista Av. Y Pilar",Avenida,"ALBERDI, JUAN BAUTISTA AV.",0,Pilar,"Alberdi, Juan Bautista Av. Y Pilar",9,Point (95975.76718859 97082.39835843),-58.50719962,-34.65556223,Peaton,Auto
